Match,Team_Innings,Batting_Pos,Batsman,Dismissal,Runs,Balls,4s,6s,SR
Lucknow Super Giants vs Rajasthan Royals,Lucknow Super Giants,8,Yudhvir Singh,run out (Hetmyer/†Samson),1,1,0,0,100.00
Lucknow Super Giants vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,c Avesh Khan b Stoinis,44,35,4,2,125.71
Lucknow Super Giants vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,c Ravi Bishnoi b Stoinis,40,41,4,1,97.56
Lucknow Super Giants vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c)†,run out (Mishra/†Pooran),2,4,0,0,50.00
Lucknow Super Giants vs Rajasthan Royals,Rajasthan Royals,4,Devdutt Padikkal,c †Pooran b Avesh Khan,26,21,4,0,123.80
Lucknow Super Giants vs Rajasthan Royals,Rajasthan Royals,5,Shimron Hetmyer,c Rahul b Avesh Khan,2,5,0,0,40.00
Lucknow Super Giants vs Rajasthan Royals,Rajasthan Royals,6,Riyan Parag,not out,15,12,1,1,125.00
Lucknow Super Giants vs Rajasthan Royals,Rajasthan Royals,7,Dhruv Jurel,c Hooda b Avesh Khan,0,1,0,0,0.00
Lucknow Super Giants vs Rajasthan Royals,Rajasthan Royals,8,Ravichandran Ashwin,not out,3,2,0,0,150.00
Royal Challengers Bangalore vs Punjab Kings,Royal Challengers Bangalore,1,Virat Kohli (c),c †Sharma b Harpreet Brar,59,47,5,1,125.53
Royal Challengers Bangalore vs Punjab Kings,Royal Challengers Bangalore,2,Faf du Plessis,c Curran b Ellis,84,56,5,5,150.00
Royal Challengers Bangalore vs Punjab Kings,Royal Challengers Bangalore,3,Glenn Maxwell,c Taide b Harpreet Brar,0,1,0,0,0.00
Royal Challengers Bangalore vs Punjab Kings,Royal Challengers Bangalore,4,Dinesh Karthik †,c Taide b Arshdeep Singh,7,5,1,0,140.00
Royal Challengers Bangalore vs Punjab Kings,Royal Challengers Bangalore,5,Mahipal Lomror,not out,7,9,1,0,77.77
Royal Challengers Bangalore vs Punjab Kings,Royal Challengers Bangalore,6,Shahbaz Ahmed,not out,5,3,0,0,166.66
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,1,Atharva Taide,lbw b Mohammed Siraj,4,2,1,0,200.00
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,2,Prabhsimran Singh,b Parnell,46,30,3,4,153.33
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,3,Matthew Short,b de Silva,8,7,0,1,114.28
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,4,Liam Livingstone,lbw b Mohammed Siraj,2,4,0,0,50.00
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,5,Harpreet Singh,run out (Mohammed Siraj),13,9,1,1,144.44
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,6,Sam Curran (c),run out (de Silva),10,12,1,0,83.33
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,7,Jitesh Sharma †,c Shahbaz Ahmed b Patel,41,27,2,3,151.85
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,8,M Shahrukh Khan,st †Karthik b de Silva,7,5,0,1,140.00
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,9,Harpreet Brar,b Mohammed Siraj,13,13,1,0,100.00
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,10,Nathan Ellis,b Mohammed Siraj,1,2,0,0,50.00
Royal Challengers Bangalore vs Punjab Kings,Punjab Kings,11,Arshdeep Singh,not out,0,0,0,0,-
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,1,Jason Roy,c Aman Hakim Khan b Kuldeep Yadav,43,39,5,1,110.25
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,2,Litton Das †,c Lalit Yadav b Mukesh Kumar,4,4,1,0,100.00
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,3,Venkatesh Iyer,c Marsh b Nortje,0,2,0,0,0.00
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,4,Nitish Rana (c),c Mukesh Kumar b Sharma,4,7,1,0,57.14
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,5,Mandeep Singh,b Patel,12,11,0,1,109.09
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,6,Rinku Singh,c Lalit Yadav b Patel,6,8,1,0,75.00
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,7,Sunil Narine,c Warner b Sharma,4,6,1,0,66.66
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,8,Andre Russell,not out,38,31,1,4,122.58
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,9,Anukul Roy,lbw b Kuldeep Yadav,0,1,0,0,0.00
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,10,Umesh Yadav,c & b Nortje,3,5,0,0,60.00
Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,11,Varun Chakravarthy,run out (sub [YV Dhull]/†Salt),1,6,0,0,16.66
Kolkata Knight Riders vs Delhi Capitals,Delhi Capitals,1,David Warner (c),lbw b Varun,57,41,11,0,139.02
Kolkata Knight Riders vs Delhi Capitals,Delhi Capitals,2,Prithvi Shaw,b Varun,13,11,2,0,118.18
Kolkata Knight Riders vs Delhi Capitals,Delhi Capitals,3,Mitchell Marsh,c sub (D Wiese) b Rana,2,9,0,0,22.22
Kolkata Knight Riders vs Delhi Capitals,Delhi Capitals,4,Phil Salt †,c & b AS Roy,5,3,1,0,166.66
Kolkata Knight Riders vs Delhi Capitals,Delhi Capitals,5,Manish Pandey,c Singh b AS Roy,21,23,2,0,91.30
Kolkata Knight Riders vs Delhi Capitals,Delhi Capitals,6,Axar Patel,not out,19,22,1,0,86.36
Kolkata Knight Riders vs Delhi Capitals,Delhi Capitals,7,Aman Hakim Khan,b Rana,0,2,0,0,0.00
Kolkata Knight Riders vs Delhi Capitals,Delhi Capitals,8,Lalit Yadav,not out,4,7,0,0,57.14
Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,1,Harry Brook,c Gaikwad b Akash Singh,18,13,3,0,138.46
Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,2,Abhishek Sharma,c Rahane b Jadeja,34,26,3,1,130.76
Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,3,Rahul Tripathi,c Akash Singh b Jadeja,21,21,1,1,100.00
Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,4,Aiden Markram (c),c †Dhoni b Theekshana,12,12,1,0,100.00
Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,5,Heinrich Klaasen †,c Gaikwad b Pathirana,17,16,1,0,106.25
Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,6,Mayank Agarwal,st †Dhoni b Jadeja,2,4,0,0,50.00
Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,7,Marco Jansen,not out,17,22,1,0,77.27
Sunrisers Hyderabad vs Chennai Super Kings,Sunrisers Hyderabad,8,Washington Sundar,run out (†Dhoni),9,6,1,0,150.00
Sunrisers Hyderabad vs Chennai Super Kings,Chennai Super Kings,1,Ruturaj Gaikwad,run out (Umran Malik),35,30,2,0,116.66
Sunrisers Hyderabad vs Chennai Super Kings,Chennai Super Kings,2,Devon Conway,not out,77,57,12,1,135.08
Sunrisers Hyderabad vs Chennai Super Kings,Chennai Super Kings,3,Ajinkya Rahane,c Markram b Markande,9,10,0,0,90.00
Sunrisers Hyderabad vs Chennai Super Kings,Chennai Super Kings,4,Ambati Rayudu,b Markande,9,9,1,0,100.00
Sunrisers Hyderabad vs Chennai Super Kings,Chennai Super Kings,5,Moeen Ali,not out,6,6,1,0,100.00
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,1,Wriddhiman Saha †,c Hooda b Pandya,47,37,6,0,127.02
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,2,Shubman Gill,c Ravi Bishnoi b Pandya,0,2,0,0,0.00
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,3,Hardik Pandya (c),c Rahul b Stoinis,66,50,2,4,132.00
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,4,Abhinav Manohar,c Naveen-ul-Haq b Mishra,3,5,0,0,60.00
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,5,Vijay Shankar,b Naveen-ul-Haq,10,12,1,0,83.33
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,6,David Miller,c Hooda b Stoinis,6,12,0,0,50.00
Gujarat Titans vs Lucknow Super Giants,Gujarat Titans,7,Rahul Tewatia,not out,2,2,0,0,100.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,1,KL Rahul (c),c Yadav b Sharma,68,61,8,0,111.47
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,2,Kyle Mayers,b Rashid Khan,24,19,2,1,126.31
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,3,Krunal Pandya,st †Saha b Noor Ahmad,23,23,2,1,100.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,4,Nicholas Pooran †,c Pandya b Noor Ahmad,1,7,0,0,14.28
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,5,Ayush Badoni,run out (Shankar/Sharma),8,6,0,0,133.33
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,6,Marcus Stoinis,c Miller b Sharma,0,1,0,0,0.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,7,Deepak Hooda,run out (Rashid Khan/†Saha),2,2,0,0,100.00
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,8,Prerak Mankad,not out,0,0,0,0,-
Gujarat Titans vs Lucknow Super Giants,Lucknow Super Giants,9,Ravi Bishnoi,not out,0,1,0,0,0.00
Punjab Kings vs Mumbai Indians,Punjab Kings,1,Matthew Short,c Chawla b Green,11,10,2,0,110.00
Punjab Kings vs Mumbai Indians,Punjab Kings,2,Prabhsimran Singh,lbw b Tendulkar,26,17,1,2,152.94
Punjab Kings vs Mumbai Indians,Punjab Kings,3,Atharva Taide,b Chawla,29,17,3,1,170.58
Punjab Kings vs Mumbai Indians,Punjab Kings,4,Liam Livingstone,st †Ishan Kishan b Chawla,10,12,0,1,83.33
Punjab Kings vs Mumbai Indians,Punjab Kings,5,Harpreet Singh,b Green,41,28,4,2,146.42
Punjab Kings vs Mumbai Indians,Punjab Kings,6,Sam Curran (c),c & b Archer,55,29,5,4,189.65
Punjab Kings vs Mumbai Indians,Punjab Kings,7,Jitesh Sharma †,b Behrendorff,25,7,0,4,357.14
Punjab Kings vs Mumbai Indians,Punjab Kings,8,M Shahrukh Khan,not out,0,0,0,0,-
Punjab Kings vs Mumbai Indians,Punjab Kings,9,Harpreet Brar,run out (Tilak Varma/†Ishan Kishan),5,2,1,0,250.00
Punjab Kings vs Mumbai Indians,Mumbai Indians,1,Rohit Sharma (c),c & b Livingstone,44,27,4,3,162.96
Punjab Kings vs Mumbai Indians,Mumbai Indians,2,Ishan Kishan †,c Short b Arshdeep Singh,1,4,0,0,25.00
Punjab Kings vs Mumbai Indians,Mumbai Indians,3,Cameron Green,c Curran b Ellis,67,43,6,3,155.81
Punjab Kings vs Mumbai Indians,Mumbai Indians,4,Suryakumar Yadav,c Taide b Arshdeep Singh,57,26,7,3,219.23
Punjab Kings vs Mumbai Indians,Mumbai Indians,5,Tim David,not out,25,13,0,2,192.30
Punjab Kings vs Mumbai Indians,Mumbai Indians,6,Tilak Varma,b Arshdeep Singh,3,4,0,0,75.00
Punjab Kings vs Mumbai Indians,Mumbai Indians,7,Nehal Wadhera,b Arshdeep Singh,0,1,0,0,0.00
Punjab Kings vs Mumbai Indians,Mumbai Indians,8,Jofra Archer,not out,1,2,0,0,50.00
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,1,Virat Kohli (c),lbw b Boult,0,1,0,0,0.00
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,2,Faf du Plessis,run out (Jaiswal),62,39,8,2,158.97
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,3,Shahbaz Ahmed,c Jaiswal b Boult,2,4,0,0,50.00
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,4,Glenn Maxwell,c Holder b Ashwin,77,44,6,4,175.00
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,5,Mahipal Lomror,c Padikkal b Chahal,8,6,1,0,133.33
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,6,Dinesh Karthik †,c Buttler b Sandeep Sharma,16,13,2,0,123.07
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,7,Suyash Prabhudessai,run out (Jaiswal/†Samson),0,2,0,0,0.00
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,8,Wanindu Hasaranga,run out (†Samson/Sandeep Sharma),6,7,0,0,85.71
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,9,David Willey,not out,4,2,1,0,200.00
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,10,Vijaykumar Vyshak,c Hetmyer b Sandeep Sharma,0,1,0,0,0.00
Royal Challengers Bangalore vs Rajasthan Royals,Royal Challengers Bangalore,11,Mohammed Siraj,not out,1,1,0,0,100.00
Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,c Kohli b Patel,47,37,5,2,127.02
Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,b Mohammed Siraj,0,2,0,0,0.00
Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,3,Devdutt Padikkal,c Kohli b Willey,52,34,7,1,152.94
Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,4,Sanju Samson (c)†,c Shahbaz Ahmed b Patel,22,15,2,1,146.66
Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,5,Shimron Hetmyer,run out (Prabhudessai),3,9,0,0,33.33
Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,6,Dhruv Jurel,not out,34,16,2,2,212.50
Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,7,Ravichandran Ashwin,c Prabhudessai b Patel,12,6,2,0,200.00
Royal Challengers Bangalore vs Rajasthan Royals,Rajasthan Royals,8,Abdul Basith,not out,1,1,0,0,100.00
Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,1,Ruturaj Gaikwad,b Suyash Sharma,35,20,2,3,175.00
Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,2,Devon Conway,c Wiese b Varun,56,40,4,3,140.00
Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,3,Ajinkya Rahane,not out,71,29,6,5,244.82
Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,4,Shivam Dube,c Roy b Khejroliya,50,21,2,5,238.09
Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,5,Ravindra Jadeja,c Singh b Khejroliya,18,8,0,2,225.00
Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,6,MS Dhoni (c)†,not out,2,3,0,0,66.66
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,1,Narayan Jagadeesan †,c Jadeja b Deshpande,1,3,0,0,33.33
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,2,Sunil Narine,b Akash Singh,0,3,0,0,0.00
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,3,Venkatesh Iyer,lbw b Ali,20,20,2,1,100.00
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,4,Nitish Rana (c),c Gaikwad b Jadeja,27,20,4,1,135.00
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,5,Jason Roy,b Theekshana,61,26,5,5,234.61
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,6,Rinku Singh,not out,53,33,3,4,160.60
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,7,Andre Russell,c Dube b Pathirana,9,6,0,1,150.00
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,8,David Wiese,lbw b Deshpande,1,2,0,0,50.00
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,9,Umesh Yadav,c Conway b Theekshana,4,4,0,0,100.00
Chennai Super Kings vs Kolkata Knight Riders,Kolkata Knight Riders,10,Varun Chakravarthy,not out,0,3,0,0,0.00
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,1,David Warner (c),c Brook b Washington Sundar,21,20,2,1,105.00
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,2,Phil Salt †,c †Klaasen b Kumar,0,1,0,0,0.00
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,3,Mitchell Marsh,lbw b Natarajan,25,15,5,0,166.66
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,4,Sarfaraz Khan,c Kumar b Washington Sundar,10,9,0,1,111.11
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,5,Manish Pandey,run out (Washington Sundar/†Klaasen),34,27,2,0,125.92
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,6,Aman Hakim Khan,c Abhishek Sharma b Washington Sundar,4,2,1,0,200.00
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,7,Axar Patel,b Kumar,34,34,4,0,100.00
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,8,Ripal Patel,run out (†Klaasen),5,6,0,0,83.33
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,9,Anrich Nortje,run out (Umran Malik/†Klaasen),2,2,0,0,100.00
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,10,Kuldeep Yadav,not out,4,3,1,0,133.33
Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,11,Ishant Sharma,not out,1,1,0,0,100.00
Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Harry Brook,b Nortje,7,14,0,0,50.00
Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Mayank Agarwal,c Aman Hakim Khan b AR Patel,49,39,7,0,125.64
Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Rahul Tripathi,c †Salt b Sharma,15,21,0,0,71.42
Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Abhishek Sharma,c & b Kuldeep Yadav,5,5,0,0,100.00
Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Aiden Markram (c),b AR Patel,3,5,0,0,60.00
Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Heinrich Klaasen †,c Aman Hakim Khan b Nortje,31,19,3,1,163.15
Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,7,Washington Sundar,not out,24,15,3,0,160.00
Delhi Capitals vs Sunrisers Hyderabad,Sunrisers Hyderabad,8,Marco Jansen,not out,2,3,0,0,66.66
Gujarat Titans vs Mumbai Indians,Gujarat Titans,1,Wriddhiman Saha †,c †Ishan Kishan b Tendulkar,4,7,0,0,57.14
Gujarat Titans vs Mumbai Indians,Gujarat Titans,2,Shubman Gill,c Yadav b Kartikeya,56,34,7,1,164.70
Gujarat Titans vs Mumbai Indians,Gujarat Titans,3,Hardik Pandya (c),c Yadav b Chawla,13,14,1,0,92.85
Gujarat Titans vs Mumbai Indians,Gujarat Titans,4,Vijay Shankar,c David b Chawla,19,16,1,1,118.75
Gujarat Titans vs Mumbai Indians,Gujarat Titans,5,David Miller,c Yadav b Behrendorff,46,22,2,4,209.09
Gujarat Titans vs Mumbai Indians,Gujarat Titans,6,Abhinav Manohar,c Behrendorff b Meredith,42,21,3,3,200.00
Gujarat Titans vs Mumbai Indians,Gujarat Titans,7,Rahul Tewatia,not out,20,5,0,3,400.00
Gujarat Titans vs Mumbai Indians,Gujarat Titans,8,Rashid Khan,not out,2,1,0,0,200.00
Gujarat Titans vs Mumbai Indians,Mumbai Indians,1,Rohit Sharma (c),c & b Pandya,2,8,0,0,25.00
Gujarat Titans vs Mumbai Indians,Mumbai Indians,2,Ishan Kishan †,c Little b Rashid Khan,13,21,1,0,61.90
Gujarat Titans vs Mumbai Indians,Mumbai Indians,3,Cameron Green,b Noor Ahmad,33,26,0,3,126.92
Gujarat Titans vs Mumbai Indians,Mumbai Indians,4,Tilak Varma,lbw b Rashid Khan,2,3,0,0,66.66
Gujarat Titans vs Mumbai Indians,Mumbai Indians,5,Suryakumar Yadav,c & b Noor Ahmad,23,12,3,1,191.66
Gujarat Titans vs Mumbai Indians,Mumbai Indians,6,Tim David,c Manohar b Noor Ahmad,0,2,0,0,0.00
Gujarat Titans vs Mumbai Indians,Mumbai Indians,7,Nehal Wadhera,c Mohammed Shami b Sharma,40,21,3,3,190.47
Gujarat Titans vs Mumbai Indians,Mumbai Indians,8,Piyush Chawla,run out (†Saha/Sharma),18,12,1,1,150.00
Gujarat Titans vs Mumbai Indians,Mumbai Indians,9,Arjun Tendulkar,c Little b Sharma,13,9,0,1,144.44
Gujarat Titans vs Mumbai Indians,Mumbai Indians,10,Jason Behrendorff,not out,3,4,0,0,75.00
Gujarat Titans vs Mumbai Indians,Mumbai Indians,11,Riley Meredith,not out,0,2,0,0,0.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,1,Jason Roy,b Vyshak,56,29,4,5,193.10
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,2,Narayan Jagadeesan †,c Willey b Vyshak,27,29,4,0,93.10
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,3,Venkatesh Iyer,c Maxwell b de Silva,31,26,3,0,119.23
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,4,Nitish Rana (c),c Vyshak b de Silva,48,21,3,4,228.57
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,5,Andre Russell,b Mohammed Siraj,1,2,0,0,50.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,6,Rinku Singh,not out,18,10,2,1,180.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Kolkata Knight Riders,7,David Wiese,not out,12,3,0,2,400.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Virat Kohli (c),c Iyer b Russell,54,37,6,0,145.94
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Faf du Plessis,c Singh b Suyash Sharma,17,7,1,2,242.85
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Shahbaz Ahmed,lbw b Suyash Sharma,2,5,0,0,40.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Glenn Maxwell,c Wiese b Varun,5,4,1,0,125.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Mahipal Lomror,c Russell b Varun,34,18,1,3,188.88
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Dinesh Karthik †,c Singh b Varun,22,18,1,1,122.22
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,Suyash Prabhudessai,run out (sub [AS Roy]/Suyash Sharma),10,9,1,0,111.11
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,8,Wanindu Hasaranga,c sub (AS Roy) b Russell,5,4,0,0,125.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,9,David Willey,not out,11,10,1,0,110.00
Kolkata Knight Riders vs Royal Challengers Bangalore,Royal Challengers Bangalore,10,Vijaykumar Vyshak,not out,13,8,0,1,162.50
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,1,Yashasvi Jaiswal,c Rahane b Deshpande,77,43,8,4,179.06
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,2,Jos Buttler,c Dube b Jadeja,27,21,4,0,128.57
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,3,Sanju Samson (c)†,c Gaikwad b Deshpande,17,17,1,0,100.00
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,4,Shimron Hetmyer,b Theekshana,8,10,0,0,80.00
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,5,Dhruv Jurel,run out (†Dhoni),34,15,3,2,226.66
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,6,Devdutt Padikkal,not out,27,13,5,0,207.69
Rajasthan Royals vs Chennai Super Kings,Rajasthan Royals,7,Ravichandran Ashwin,not out,1,1,0,0,100.00
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,1,Ruturaj Gaikwad,c Padikkal b Zampa,47,29,5,1,162.06
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,2,Devon Conway,c Sandeep Sharma b Zampa,8,16,1,0,50.00
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,3,Ajinkya Rahane,c Buttler b Ashwin,15,13,0,0,115.38
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,4,Shivam Dube,c Buttler b Yadav,52,33,2,4,157.57
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,5,Ambati Rayudu,c Holder b Ashwin,0,2,0,0,0.00
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,6,Moeen Ali,c †Samson b Zampa,23,12,2,2,191.66
Rajasthan Royals vs Chennai Super Kings,Chennai Super Kings,7,Ravindra Jadeja,not out,23,15,3,0,153.33
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,1,KL Rahul (c),c Shahrukh Khan b Rabada,12,9,1,1,133.33
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,2,Kyle Mayers,c Dhawan b Rabada,54,24,7,4,225.00
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,3,Ayush Badoni,c Chahar b Livingstone,43,24,3,3,179.16
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,4,Marcus Stoinis,c †Sharma b Curran,72,40,6,5,180.00
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,5,Nicholas Pooran †,lbw b Arshdeep Singh,45,19,7,1,236.84
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,6,Deepak Hooda,not out,11,6,2,0,183.33
Lucknow Super Giants vs Punjab Kings,Lucknow Super Giants,7,Krunal Pandya,not out,5,2,1,0,250.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,1,Prabhsimran Singh,c sub (DR Sams) b Naveen-ul-Haq,9,13,2,0,69.23
Lucknow Super Giants vs Punjab Kings,Punjab Kings,2,Shikhar Dhawan (c),c Pandya b Stoinis,1,2,0,0,50.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,3,Atharva Taide,c & b Ravi Bishnoi,66,36,8,2,183.33
Lucknow Super Giants vs Punjab Kings,Punjab Kings,4,Sikandar Raza,c Pandya b Yash Thakur,36,22,4,1,163.63
Lucknow Super Giants vs Punjab Kings,Punjab Kings,5,Liam Livingstone,lbw b Ravi Bishnoi,23,14,2,1,164.28
Lucknow Super Giants vs Punjab Kings,Punjab Kings,6,Sam Curran,c Badoni b Naveen-ul-Haq,21,11,2,1,190.90
Lucknow Super Giants vs Punjab Kings,Punjab Kings,7,Jitesh Sharma †,c Rahul b Yash Thakur,24,10,0,3,240.00
Lucknow Super Giants vs Punjab Kings,Punjab Kings,8,M Shahrukh Khan,c Ravi Bishnoi b Yash Thakur,6,9,0,0,66.66
